dataset_id,case_id,system,metric,metric_label,kind,requires_human,value
real_case_study_v1,causal_inference_x_clinical_ml,llm_only,hypothesis_grounding_ratio,Hypothesis grounding ratio,automatic,False,0.0000
real_case_study_v1,causal_inference_x_clinical_ml,llm_only,hypothesis_plausibility_proxy,Hypothesis plausibility (proxy),automatic,True,0.3750
real_case_study_v1,causal_inference_x_clinical_ml,llm_only,experiment_design_completeness,Experiment-design completeness,automatic,False,0.0000
real_case_study_v1,causal_inference_x_clinical_ml,pipeline,evidence_citation_validity,Evidence citation validity,automatic,False,
real_case_study_v1,causal_inference_x_clinical_ml,pipeline,evidence_grounding_precision,Evidence grounding precision,automatic,False,
real_case_study_v1,causal_inference_x_clinical_ml,pipeline,hallucination_rate,Hallucination rate,automatic,False,
real_case_study_v1,causal_inference_x_clinical_ml,pipeline,citation_coverage,Citation coverage (recall),automatic,False,
real_case_study_v1,causal_inference_x_clinical_ml,pipeline,research_gap_relevance,Research-gap relevance (proxy),automatic,True,
real_case_study_v1,causal_inference_x_clinical_ml,pipeline,intersection_relevance,Intersection relevance (proxy),automatic,True,
real_case_study_v1,causal_inference_x_clinical_ml,pipeline,hypothesis_grounding_ratio,Hypothesis grounding ratio,automatic,False,
real_case_study_v1,causal_inference_x_clinical_ml,pipeline,hypothesis_plausibility_proxy,Hypothesis plausibility (proxy),automatic,True,
real_case_study_v1,causal_inference_x_clinical_ml,pipeline,experiment_design_completeness,Experiment-design completeness,automatic,False,
real_case_study_v1,gnn_x_protein_structure,keyword,evidence_citation_validity,Evidence citation validity,automatic,False,1.0000
real_case_study_v1,gnn_x_protein_structure,keyword,evidence_grounding_precision,Evidence grounding precision,automatic,False,0.3333
real_case_study_v1,gnn_x_protein_structure,keyword,hallucination_rate,Hallucination rate,automatic,False,0.0000
real_case_study_v1,gnn_x_protein_structure,keyword,citation_coverage,Citation coverage (recall),automatic,False,0.3333
real_case_study_v1,gnn_x_protein_structure,keyword,research_gap_relevance,Research-gap relevance (proxy),automatic,True,
real_case_study_v1,gnn_x_protein_structure,keyword,intersection_relevance,Intersection relevance (proxy),automatic,True,0.7500
real_case_study_v1,gnn_x_protein_structure,keyword,hypothesis_grounding_ratio,Hypothesis grounding ratio,automatic,False,1.0000
real_case_study_v1,gnn_x_protein_structure,keyword,hypothesis_plausibility_proxy,Hypothesis plausibility (proxy),automatic,True,0.6667
real_case_study_v1,gnn_x_protein_structure,keyword,experiment_design_completeness,Experiment-design completeness,automatic,False,0.0000
real_case_study_v1,gnn_x_protein_structure,embedding,evidence_citation_validity,Evidence citation validity,automatic,False,1.0000
real_case_study_v1,gnn_x_protein_structure,embedding,evidence_grounding_precision,Evidence grounding precision,automatic,False,0.3333
real_case_study_v1,gnn_x_protein_structure,embedding,hallucination_rate,Hallucination rate,automatic,False,0.0000
real_case_study_v1,gnn_x_protein_structure,embedding,citation_coverage,Citation coverage (recall),automatic,False,0.3333
real_case_study_v1,gnn_x_protein_structure,embedding,research_gap_relevance,Research-gap relevance (proxy),automatic,True,
real_case_study_v1,gnn_x_protein_structure,embedding,intersection_relevance,Intersection relevance (proxy),automatic,True,0.6667
real_case_study_v1,gnn_x_protein_structure,embedding,hypothesis_grounding_ratio,Hypothesis grounding ratio,automatic,False,1.0000
real_case_study_v1,gnn_x_protein_structure,embedding,hypothesis_plausibility_proxy,Hypothesis plausibility (proxy),automatic,True,0.2917
real_case_study_v1,gnn_x_protein_structure,embedding,experiment_design_completeness,Experiment-design completeness,automatic,False,0.0000
real_case_study_v1,gnn_x_protein_structure,llm_only,evidence_citation_validity,Evidence citation validity,automatic,False,
real_case_study_v1,gnn_x_protein_structure,llm_only,evidence_grounding_precision,Evidence grounding precision,automatic,False,
real_case_study_v1,gnn_x_protein_structure,llm_only,hallucination_rate,Hallucination rate,automatic,False,
real_case_study_v1,gnn_x_protein_structure,llm_only,citation_coverage,Citation coverage (recall),automatic,False,0.0000
real_case_study_v1,gnn_x_protein_structure,llm_only,research_gap_relevance,Research-gap relevance (proxy),automatic,True,
real_case_study_v1,gnn_x_protein_structure,llm_only,intersection_relevance,Intersection relevance (proxy),automatic,True,1.0000
real_case_study_v1,gnn_x_protein_structure,llm_only,hypothesis_grounding_ratio,Hypothesis grounding ratio,automatic,False,0.0000
real_case_study_v1,gnn_x_protein_structure,llm_only,hypothesis_plausibility_proxy,Hypothesis plausibility (proxy),automatic,True,0.5000
real_case_study_v1,gnn_x_protein_structure,llm_only,experiment_design_completeness,Experiment-design completeness,automatic,False,0.0000
real_case_study_v1,gnn_x_protein_structure,pipeline,evidence_citation_validity,Evidence citation validity,automatic,False,
real_case_study_v1,gnn_x_protein_structure,pipeline,evidence_grounding_precision,Evidence grounding precision,automatic,False,
real_case_study_v1,gnn_x_protein_structure,pipeline,hallucination_rate,Hallucination rate,automatic,False,
real_case_study_v1,gnn_x_protein_structure,pipeline,citation_coverage,Citation coverage (recall),automatic,False,
real_case_study_v1,gnn_x_protein_structure,pipeline,research_gap_relevance,Research-gap relevance (proxy),automatic,True,
real_case_study_v1,gnn_x_protein_structure,pipeline,intersection_relevance,Intersection relevance (proxy),automatic,True,
real_case_study_v1,gnn_x_protein_structure,pipeline,hypothesis_grounding_ratio,Hypothesis grounding ratio,automatic,False,
real_case_study_v1,gnn_x_protein_structure,pipeline,hypothesis_plausibility_proxy,Hypothesis plausibility (proxy),automatic,True,
real_case_study_v1,gnn_x_protein_structure,pipeline,experiment_design_completeness,Experiment-design completeness,automatic,False,
real_case_study_v1,rl_x_sim_to_real,keyword,evidence_citation_validity,Evidence citation validity,automatic,False,1.0000
real_case_study_v1,rl_x_sim_to_real,keyword,evidence_grounding_precision,Evidence grounding precision,automatic,False,0.0000
real_case_study_v1,rl_x_sim_to_real,keyword,hallucination_rate,Hallucination rate,automatic,False,0.0000
real_case_study_v1,rl_x_sim_to_real,keyword,citation_coverage,Citation coverage (recall),automatic,False,0.0000
real_case_study_v1,rl_x_sim_to_real,keyword,research_gap_relevance,Research-gap relevance (proxy),automatic,True,
real_case_study_v1,rl_x_sim_to_real,keyword,intersection_relevance,Intersection relevance (proxy),automatic,True,1.0000
real_case_study_v1,rl_x_sim_to_real,keyword,hypothesis_grounding_ratio,Hypothesis grounding ratio,automatic,False,1.0000
real_case_study_v1,rl_x_sim_to_real,keyword,hypothesis_plausibility_proxy,Hypothesis plausibility (proxy),automatic,True,0.5000
real_case_study_v1,rl_x_sim_to_real,keyword,experiment_design_completeness,Experiment-design completeness,automatic,False,0.0000
real_case_study_v1,rl_x_sim_to_real,embedding,evidence_citation_validity,Evidence citation validity,automatic,False,1.0000
real_case_study_v1,rl_x_sim_to_real,embedding,evidence_grounding_precision,Evidence grounding precision,automatic,False,0.0000
real_case_study_v1,rl_x_sim_to_real,embedding,hallucination_rate,Hallucination rate,automatic,False,0.0000
real_case_study_v1,rl_x_sim_to_real,embedding,citation_coverage,Citation coverage (recall),automatic,False,0.0000
real_case_study_v1,rl_x_sim_to_real,embedding,research_gap_relevance,Research-gap relevance (proxy),automatic,True,
real_case_study_v1,rl_x_sim_to_real,embedding,intersection_relevance,Intersection relevance (proxy),automatic,True,0.6667
real_case_study_v1,rl_x_sim_to_real,embedding,hypothesis_grounding_ratio,Hypothesis grounding ratio,automatic,False,1.0000
real_case_study_v1,rl_x_sim_to_real,embedding,hypothesis_plausibility_proxy,Hypothesis plausibility (proxy),automatic,True,0.0000
real_case_study_v1,rl_x_sim_to_real,embedding,experiment_design_completeness,Experiment-design completeness,automatic,False,0.0000
real_case_study_v1,rl_x_sim_to_real,llm_only,evidence_citation_validity,Evidence citation validity,automatic,False,
real_case_study_v1,rl_x_sim_to_real,llm_only,evidence_grounding_precision,Evidence grounding precision,automatic,False,
real_case_study_v1,rl_x_sim_to_real,llm_only,hallucination_rate,Hallucination rate,automatic,False,
real_case_study_v1,rl_x_sim_to_real,llm_only,citation_coverage,Citation coverage (recall),automatic,False,0.0000
real_case_study_v1,rl_x_sim_to_real,llm_only,research_gap_relevance,Research-gap relevance (proxy),automatic,True,
real_case_study_v1,rl_x_sim_to_real,llm_only,intersection_relevance,Intersection relevance (proxy),automatic,True,1.0000
real_case_study_v1,rl_x_sim_to_real,llm_only,hypothesis_grounding_ratio,Hypothesis grounding ratio,automatic,False,0.0000
real_case_study_v1,rl_x_sim_to_real,llm_only,hypothesis_plausibility_proxy,Hypothesis plausibility (proxy),automatic,True,0.4167
real_case_study_v1,rl_x_sim_to_real,llm_only,experiment_design_completeness,Experiment-design completeness,automatic,False,0.0000
real_case_study_v1,rl_x_sim_to_real,pipeline,evidence_citation_validity,Evidence citation validity,automatic,False,
real_case_study_v1,rl_x_sim_to_real,pipeline,evidence_grounding_precision,Evidence grounding precision,automatic,False,
real_case_study_v1,rl_x_sim_to_real,pipeline,hallucination_rate,Hallucination rate,automatic,False,
real_case_study_v1,rl_x_sim_to_real,pipeline,citation_coverage,Citation coverage (recall),automatic,False,
real_case_study_v1,rl_x_sim_to_real,pipeline,research_gap_relevance,Research-gap relevance (proxy),automatic,True,
real_case_study_v1,rl_x_sim_to_real,pipeline,intersection_relevance,Intersection relevance (proxy),automatic,True,
real_case_study_v1,rl_x_sim_to_real,pipeline,hypothesis_grounding_ratio,Hypothesis grounding ratio,automatic,False,
real_case_study_v1,rl_x_sim_to_real,pipeline,hypothesis_plausibility_proxy,Hypothesis plausibility (proxy),automatic,True,
real_case_study_v1,rl_x_sim_to_real,pipeline,experiment_design_completeness,Experiment-design completeness,automatic,False,
real_case_study_v1,clinical_nlp_x_ehr,keyword,evidence_citation_validity,Evidence citation validity,automatic,False,1.0000
real_case_study_v1,clinical_nlp_x_ehr,keyword,evidence_grounding_precision,Evidence grounding precision,automatic,False,0.3333
real_case_study_v1,clinical_nlp_x_ehr,keyword,hallucination_rate,Hallucination rate,automatic,False,0.0000
real_case_study_v1,clinical_nlp_x_ehr,keyword,citation_coverage,Citation coverage (recall),automatic,False,0.3333
real_case_study_v1,clinical_nlp_x_ehr,keyword,research_gap_relevance,Research-gap relevance (proxy),automatic,True,
real_case_study_v1,clinical_nlp_x_ehr,keyword,intersection_relevance,Intersection relevance (proxy),automatic,True,0.5000
real_case_study_v1,clinical_nlp_x_ehr,keyword,hypothesis_grounding_ratio,Hypothesis grounding ratio,automatic,False,1.0000
real_case_study_v1,clinical_nlp_x_ehr,keyword,hypothesis_plausibility_proxy,Hypothesis plausibility (proxy),automatic,True,0.6667
real_case_study_v1,clinical_nlp_x_ehr,keyword,experiment_design_completeness,Experiment-design completeness,automatic,False,0.0000
real_case_study_v1,clinical_nlp_x_ehr,embedding,evidence_citation_validity,Evidence citation validity,automatic,False,1.0000
real_case_study_v1,clinical_nlp_x_ehr,embedding,evidence_grounding_precision,Evidence grounding precision,automatic,False,0.3333
real_case_study_v1,clinical_nlp_x_ehr,embedding,hallucination_rate,Hallucination rate,automatic,False,0.0000
real_case_study_v1,clinical_nlp_x_ehr,embedding,citation_coverage,Citation coverage (recall),automatic,False,0.3333
real_case_study_v1,clinical_nlp_x_ehr,embedding,research_gap_relevance,Research-gap relevance (proxy),automatic,True,
real_case_study_v1,clinical_nlp_x_ehr,embedding,intersection_relevance,Intersection relevance (proxy),automatic,True,0.6667
real_case_study_v1,clinical_nlp_x_ehr,embedding,hypothesis_grounding_ratio,Hypothesis grounding ratio,automatic,False,1.0000
real_case_study_v1,clinical_nlp_x_ehr,embedding,hypothesis_plausibility_proxy,Hypothesis plausibility (proxy),automatic,True,0.1667
real_case_study_v1,clinical_nlp_x_ehr,embedding,experiment_design_completeness,Experiment-design completeness,automatic,False,0.0000
real_case_study_v1,clinical_nlp_x_ehr,llm_only,evidence_citation_validity,Evidence citation validity,automatic,False,
real_case_study_v1,clinical_nlp_x_ehr,llm_only,evidence_grounding_precision,Evidence grounding precision,automatic,False,
real_case_study_v1,clinical_nlp_x_ehr,llm_only,hallucination_rate,Hallucination rate,automatic,False,
real_case_study_v1,clinical_nlp_x_ehr,llm_only,citation_coverage,Citation coverage (recall),automatic,False,0.0000
real_case_study_v1,clinical_nlp_x_ehr,llm_only,research_gap_relevance,Research-gap relevance (proxy),automatic,True,
real_case_study_v1,clinical_nlp_x_ehr,llm_only,intersection_relevance,Intersection relevance (proxy),automatic,True,1.0000
real_case_study_v1,clinical_nlp_x_ehr,llm_only,hypothesis_grounding_ratio,Hypothesis grounding ratio,automatic,False,0.0000
real_case_study_v1,clinical_nlp_x_ehr,llm_only,hypothesis_plausibility_proxy,Hypothesis plausibility (proxy),automatic,True,0.2500
real_case_study_v1,clinical_nlp_x_ehr,llm_only,experiment_design_completeness,Experiment-design completeness,automatic,False,0.0000
real_case_study_v1,clinical_nlp_x_ehr,pipeline,evidence_citation_validity,Evidence citation validity,automatic,False,
real_case_study_v1,clinical_nlp_x_ehr,pipeline,evidence_grounding_precision,Evidence grounding precision,automatic,False,
real_case_study_v1,clinical_nlp_x_ehr,pipeline,hallucination_rate,Hallucination rate,automatic,False,
real_case_study_v1,clinical_nlp_x_ehr,pipeline,citation_coverage,Citation coverage (recall),automatic,False,
real_case_study_v1,clinical_nlp_x_ehr,pipeline,research_gap_relevance,Research-gap relevance (proxy),automatic,True,
real_case_study_v1,clinical_nlp_x_ehr,pipeline,intersection_relevance,Intersection relevance (proxy),automatic,True,
real_case_study_v1,clinical_nlp_x_ehr,pipeline,hypothesis_grounding_ratio,Hypothesis grounding ratio,automatic,False,
real_case_study_v1,clinical_nlp_x_ehr,pipeline,hypothesis_plausibility_proxy,Hypothesis plausibility (proxy),automatic,True,
real_case_study_v1,clinical_nlp_x_ehr,pipeline,experiment_design_completeness,Experiment-design completeness,automatic,False,
real_case_study_v1,climate_downscaling_x_deep_learning,keyword,evidence_citation_validity,Evidence citation validity,automatic,False,1.0000
real_case_study_v1,climate_downscaling_x_deep_learning,keyword,evidence_grounding_precision,Evidence grounding precision,automatic,False,0.3333
real_case_study_v1,climate_downscaling_x_deep_learning,keyword,hallucination_rate,Hallucination rate,automatic,False,0.0000
real_case_study_v1,climate_downscaling_x_deep_learning,keyword,citation_coverage,Citation coverage (recall),automatic,False,0.3333
real_case_study_v1,climate_downscaling_x_deep_learning,keyword,research_gap_relevance,Research-gap relevance (proxy),automatic,True,
real_case_study_v1,climate_downscaling_x_deep_learning,keyword,intersection_relevance,Intersection relevance (proxy),automatic,True,0.6667
real_case_study_v1,climate_downscaling_x_deep_learning,keyword,hypothesis_grounding_ratio,Hypothesis grounding ratio,automatic,False,1.0000
real_case_study_v1,climate_downscaling_x_deep_learning,keyword,hypothesis_plausibility_proxy,Hypothesis plausibility (proxy),automatic,True,0.3333
real_case_study_v1,climate_downscaling_x_deep_learning,keyword,experiment_design_completeness,Experiment-design completeness,automatic,False,0.0000
real_case_study_v1,climate_downscaling_x_deep_learning,embedding,evidence_citation_validity,Evidence citation validity,automatic,False,1.0000
real_case_study_v1,climate_downscaling_x_deep_learning,embedding,evidence_grounding_precision,Evidence grounding precision,automatic,False,0.0000
real_case_study_v1,climate_downscaling_x_deep_learning,embedding,hallucination_rate,Hallucination rate,automatic,False,0.0000
real_case_study_v1,climate_downscaling_x_deep_learning,embedding,citation_coverage,Citation coverage (recall),automatic,False,0.0000
real_case_study_v1,climate_downscaling_x_deep_learning,embedding,research_gap_relevance,Research-gap relevance (proxy),automatic,True,
real_case_study_v1,climate_downscaling_x_deep_learning,embedding,intersection_relevance,Intersection relevance (proxy),automatic,True,0.6667
real_case_study_v1,climate_downscaling_x_deep_learning,embedding,hypothesis_grounding_ratio,Hypothesis grounding ratio,automatic,False,1.0000
real_case_study_v1,climate_downscaling_x_deep_learning,embedding,hypothesis_plausibility_proxy,Hypothesis plausibility (proxy),automatic,True,0.0000
real_case_study_v1,climate_downscaling_x_deep_learning,embedding,experiment_design_completeness,Experiment-design completeness,automatic,False,0.0000
real_case_study_v1,climate_downscaling_x_deep_learning,llm_only,evidence_citation_validity,Evidence citation validity,automatic,False,
real_case_study_v1,climate_downscaling_x_deep_learning,llm_only,evidence_grounding_precision,Evidence grounding precision,automatic,False,
real_case_study_v1,climate_downscaling_x_deep_learning,llm_only,hallucination_rate,Hallucination rate,automatic,False,
real_case_study_v1,climate_downscaling_x_deep_learning,llm_only,citation_coverage,Citation coverage (recall),automatic,False,0.0000
real_case_study_v1,climate_downscaling_x_deep_learning,llm_only,research_gap_relevance,Research-gap relevance (proxy),automatic,True,
real_case_study_v1,climate_downscaling_x_deep_learning,llm_only,intersection_relevance,Intersection relevance (proxy),automatic,True,1.0000
real_case_study_v1,climate_downscaling_x_deep_learning,llm_only,hypothesis_grounding_ratio,Hypothesis grounding ratio,automatic,False,0.0000
real_case_study_v1,climate_downscaling_x_deep_learning,llm_only,hypothesis_plausibility_proxy,Hypothesis plausibility (proxy),automatic,True,0.3542
real_case_study_v1,climate_downscaling_x_deep_learning,llm_only,experiment_design_completeness,Experiment-design completeness,automatic,False,0.0000
real_case_study_v1,climate_downscaling_x_deep_learning,pipeline,evidence_citation_validity,Evidence citation validity,automatic,False,1.0000
real_case_study_v1,climate_downscaling_x_deep_learning,pipeline,evidence_grounding_precision,Evidence grounding precision,automatic,False,0.1667
real_case_study_v1,climate_downscaling_x_deep_learning,pipeline,hallucination_rate,Hallucination rate,automatic,False,0.0000
real_case_study_v1,climate_downscaling_x_deep_learning,pipeline,citation_coverage,Citation coverage (recall),automatic,False,0.3333
real_case_study_v1,climate_downscaling_x_deep_learning,pipeline,research_gap_relevance,Research-gap relevance (proxy),automatic,True,
real_case_study_v1,climate_downscaling_x_deep_learning,pipeline,intersection_relevance,Intersection relevance (proxy),automatic,True,0.3333
real_case_study_v1,climate_downscaling_x_deep_learning,pipeline,hypothesis_grounding_ratio,Hypothesis grounding ratio,automatic,False,1.0000
real_case_study_v1,climate_downscaling_x_deep_learning,pipeline,hypothesis_plausibility_proxy,Hypothesis plausibility (proxy),automatic,True,0.2500
real_case_study_v1,climate_downscaling_x_deep_learning,pipeline,experiment_design_completeness,Experiment-design completeness,automatic,False,0.8889
real_case_study_v1,quantum_chemistry_x_dft,keyword,evidence_citation_validity,Evidence citation validity,automatic,False,1.0000
real_case_study_v1,quantum_chemistry_x_dft,keyword,evidence_grounding_precision,Evidence grounding precision,automatic,False,0.3333
real_case_study_v1,quantum_chemistry_x_dft,keyword,hallucination_rate,Hallucination rate,automatic,False,0.0000
real_case_study_v1,quantum_chemistry_x_dft,keyword,citation_coverage,Citation coverage (recall),automatic,False,0.3333
real_case_study_v1,quantum_chemistry_x_dft,keyword,research_gap_relevance,Research-gap relevance (proxy),automatic,True,
real_case_study_v1,quantum_chemistry_x_dft,keyword,intersection_relevance,Intersection relevance (proxy),automatic,True,0.2500
real_case_study_v1,quantum_chemistry_x_dft,keyword,hypothesis_grounding_ratio,Hypothesis grounding ratio,automatic,False,1.0000
real_case_study_v1,quantum_chemistry_x_dft,keyword,hypothesis_plausibility_proxy,Hypothesis plausibility (proxy),automatic,True,0.2917
real_case_study_v1,quantum_chemistry_x_dft,keyword,experiment_design_completeness,Experiment-design completeness,automatic,False,0.0000
real_case_study_v1,quantum_chemistry_x_dft,embedding,evidence_citation_validity,Evidence citation validity,automatic,False,1.0000
real_case_study_v1,quantum_chemistry_x_dft,embedding,evidence_grounding_precision,Evidence grounding precision,automatic,False,0.3333
real_case_study_v1,quantum_chemistry_x_dft,embedding,hallucination_rate,Hallucination rate,automatic,False,0.0000
real_case_study_v1,quantum_chemistry_x_dft,embedding,citation_coverage,Citation coverage (recall),automatic,False,0.3333
real_case_study_v1,quantum_chemistry_x_dft,embedding,research_gap_relevance,Research-gap relevance (proxy),automatic,True,
real_case_study_v1,quantum_chemistry_x_dft,embedding,intersection_relevance,Intersection relevance (proxy),automatic,True,0.2500
real_case_study_v1,quantum_chemistry_x_dft,embedding,hypothesis_grounding_ratio,Hypothesis grounding ratio,automatic,False,1.0000
real_case_study_v1,quantum_chemistry_x_dft,embedding,hypothesis_plausibility_proxy,Hypothesis plausibility (proxy),automatic,True,0.1667
real_case_study_v1,quantum_chemistry_x_dft,embedding,experiment_design_completeness,Experiment-design completeness,automatic,False,0.0000
real_case_study_v1,quantum_chemistry_x_dft,llm_only,evidence_citation_validity,Evidence citation validity,automatic,False,
real_case_study_v1,quantum_chemistry_x_dft,llm_only,evidence_grounding_precision,Evidence grounding precision,automatic,False,
real_case_study_v1,quantum_chemistry_x_dft,llm_only,hallucination_rate,Hallucination rate,automatic,False,
real_case_study_v1,quantum_chemistry_x_dft,llm_only,citation_coverage,Citation coverage (recall),automatic,False,0.0000
real_case_study_v1,quantum_chemistry_x_dft,llm_only,research_gap_relevance,Research-gap relevance (proxy),automatic,True,
real_case_study_v1,quantum_chemistry_x_dft,llm_only,intersection_relevance,Intersection relevance (proxy),automatic,True,1.0000
